2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
2.03533e-32,0
512,403
494,375
465,330
514,387
465,371
446,300
445,333
474,395
476,381
472,370
497,429
550,502
519,420
540,517
540,517
540,517
540,517
540,517
540,517
540,517
540,517
540,517
540,517
512,456
505,418
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
495,387
573,268
576,253
572,262
582,262
588,267
588,269
586,273
558,257
563,253
565,261
565,258
567,260
563,257
560,258
558,249
566,253
557,251
557,249
559,253
559,252
569,259
566,252
564,254
572,251
570,255
567,256
562,249
563,261
568,263
567,257
565,260
559,258
565,262
560,256
561,257
563,264
565,259
566,262
562,265
561,258
561,258
561,258
561,258
550,261
559,254
565,262
566,262
563,262
564,265
565,264
564,263
562,268
550,271
534,275
522,294
507,305
503,298
505,283
504,278
506,279
507,273
510,260
510,255
515,259
515,258
522,258
525,257
526,249
529,251
526,257
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
527,256
467,299
493,253
497,263
490,265
499,261
507,264
501,262
517,266
550,277
552,277
554,281
553,277
554,278
557,283
559,282
556,282
558,284
571,294
569,296
575,298
572,291
599,292
598,299
599,300
601,288
597,299
602,294
602,285
599,291
601,293
601,279
600,293
597,288
601,280
601,280
595,282
599,287
600,283
591,301
595,218
595,218
595,218
595,218
595,218
513,343
549,301
550,288
552,294
550,304
552,302
555,295
553,296
554,297
560,301
558,300
554,297
561,299
559,299
556,300
559,301
562,300
556,299
556,299
556,297
552,300
545,303
544,302
543,300
544,297
545,297
545,302
545,293
542,302
540,302
585,303
596,316
595,320
596,323
596,321
598,312
596,317
596,317
600,318
601,318
605,303
594,325
594,309
599,305
595,300
600,276
582,320
590,313
579,318
576,317
575,298
595,250
612,225
558,329
698,183
556,297
557,317
575,247
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
556,327
521,292
517,302
517,300
569,336
584,357
585,366
592,352
583,364
592,359
577,355
586,363
592,345
579,361
586,354
538,402
531,409
525,409
530,412
530,411
524,410
526,413
559,416
560,414
563,414
563,409
571,410
585,403
584,403
585,405
587,400
588,396
584,404
584,410
582,435
573,444
578,443
563,440
577,457
577,448
580,456
579,453
584,445
583,440
576,439
560,445
583,450
562,447
582,448
576,450
571,433
575,424
575,424
617,433
621,321
616,319
622,316
620,312
618,320
