542,427,0.015705
543,428,0.022181
542,427,0.015771
542,429,0.022258
546,424,0.013476
562,405,0.014179
565,398,0.01356
568,402,0.013826
568,401,0.014262
565,401,0.013373
565,399,0.011887
566,399,0.012644
566,400,0.012177
568,402,0.012747
571,411,0.009759
590,439,0.010447
588,440,0.020294
591,440,0.008751
590,443,0.022503
592,442,0.011601
591,443,0.009437
591,441,0.018625
591,440,0.008916
590,440,0.008865
590,441,0.008543
588,440,0.009067
592,440,0.008599
590,439,0.009037
588,441,0.008641
587,439,0.008271
587,446,0.007942
572,463,0.008557
568,463,0.008723
567,463,0.011732
569,464,0.008504
567,462,0.010851
568,464,0.00863
570,465,0.008393
570,464,0.007909
573,466,0.011274
613,464,0.006629
653,457,0.018195
673,458,0.011872
689,449,0.007198
696,444,0.009911
691,443,0.00724
691,444,0.007481
694,445,0.007277
693,442,0.007744
692,444,0.007181
691,442,0.008114
694,443,0.007362
693,444,0.007741
706,453,0.008052
707,454,0.008741
709,458,0.021914
705,457,0.01246
706,455,0.007838
704,458,0.008877
706,458,0.023555
707,456,0.015151
703,455,0.015478
704,457,0.008057
706,459,0.011639
704,456,0.008351
703,455,0.010933
706,456,0.021256
703,457,0.01246
704,444,0.008566
703,425,0.010525
705,427,0.009344
702,426,0.010354
705,423,0.025451
702,427,0.011441
704,426,0.008361
703,426,0.011903
705,426,0.025059
704,428,0.01276
702,432,0.008914
703,430,0.022205
702,430,0.008764
704,427,0.013743
704,427,0.01266
704,426,0.008811
700,427,0.008969
693,417,0.01096
694,416,0.010727
693,417,0.008914
693,417,0.011315
690,415,0.011777
693,418,0.008792
692,417,0.010973
692,417,0.012293
692,419,0.008522
692,416,0.01055
692,417,0.008561
693,418,0.008448
692,417,0.008081
692,417,0.008624
705,429,0.008088
707,450,0.00933
704,452,0.009264
705,450,0.009953
706,449,0.009749
706,453,0.01314
707,453,0.009584
703,453,0.012005
705,453,0.009549
703,454,0.008931
703,454,0.009043
704,452,0.009538
703,451,0.015838
713,474,0.01365
708,481,0.009712
712,484,0.009513
712,487,0.010555
713,486,0.016725
710,485,0.01445
712,486,0.009604
713,488,0.010014
712,489,0.011046
712,487,0.016472
710,486,0.016596
712,487,0.00953
714,488,0.020034
716,486,0.016197
711,486,0.009597
713,488,0.010854
713,488,0.01031
709,487,0.026403
702,465,0.009489
701,449,0.011474
702,446,0.011094
703,446,0.011142
699,451,0.027188
701,446,0.011209
699,450,0.009655
702,450,0.025772
704,447,0.012856
703,446,0.010464
699,450,0.011953
698,450,0.011709
699,450,0.022589
702,446,0.009574
700,446,0.010408
699,450,0.022324
703,446,0.012777
706,435,0.009538
704,438,0.011182
707,436,0.01175
707,434,0.012355
707,436,0.012682
705,437,0.012315
709,436,0.012028
707,435,0.009332
704,437,0.011034
703,436,0.012828
708,436,0.00891
708,434,0.010424
709,434,0.012367
707,428,0.008882
707,426,0.010919
708,427,0.012559
707,429,0.012845
712,429,0.008827
709,428,0.012254
711,430,0.023656
706,432,0.012363
711,426,0.008701
706,429,0.009236
707,436,0.008889
709,432,0.009569
710,428,0.009294
707,428,0.009212
707,428,0.009521
704,430,0.009191
708,429,0.009178
710,433,0.015429
710,430,0.009006
711,426,0.009634
709,429,0.008552
711,428,0.020855
709,429,0.00875
711,426,0.009724
710,429,0.009145
711,427,0.023496
710,427,0.013647
708,427,0.008577
712,427,0.021496
709,428,0.008301
714,424,0.010499
711,426,0.00923
710,427,0.008545
708,432,0.008944
711,426,0.018424
712,424,0.008654
713,426,0.011478
712,420,0.009763
710,426,0.021878
711,425,0.008585
708,428,0.02229
710,430,0.008458
712,425,0.020802
709,429,0.009256
714,421,0.0108
710,421,0.008359
715,418,0.011441
714,420,0.010255
713,424,0.007821
715,419,0.011151
712,421,0.007781
713,419,0.010264
711,421,0.007624
712,417,0.010001
720,417,0.007325
716,418,0.007493
718,418,0.00745
717,415,0.007518
714,418,0.007788
717,417,0.007376
718,414,0.007726
714,415,0.007735
717,416,0.00749
717,415,0.007748
716,416,0.008225
716,419,0.00771
716,412,0.010497
715,414,0.007305
714,411,0.014269
716,416,0.007723
718,410,0.0152
714,415,0.012892
716,411,0.007516
717,413,0.018066
714,413,0.007452
714,414,0.008376
721,409,0.022647
711,414,0.008933
716,414,0.01364
716,414,0.007372
712,413,0.013031
714,413,0.007094
714,412,0.011578
716,411,0.007337
714,418,0.022844
716,415,0.007347
717,412,0.018821
716,413,0.007262
716,412,0.018272
713,416,0.007326
716,411,0.010403
714,413,0.015425
714,413,0.01698
710,413,0.007553
709,415,0.009757
715,406,0.022448
715,412,0.007054
713,412,0.020228
712,411,0.012738
711,413,0.007006
712,419,0.018657
712,443,0.008408
711,446,0.013123
709,442,0.008869
710,443,0.017414
711,445,0.009191
709,443,0.008466
712,445,0.009317
708,444,0.008783
710,444,0.008925
712,442,0.0091
709,443,0.008772
710,443,0.01043
712,445,0.01396
710,442,0.011434
711,443,0.008937
711,446,0.011482
708,445,0.008588
711,443,0.008965
709,444,0.0091
711,447,0.008723
708,445,0.008971
711,443,0.008499
709,446,0.019947
708,444,0.01201
712,445,0.008879
710,445,0.00873
710,448,0.008562
711,445,0.009397
708,449,0.008476
711,443,0.008787
711,444,0.009423
711,445,0.008868
709,445,0.009736
710,447,0.023604
712,442,0.010379
710,445,0.009012
712,444,0.009396
710,443,0.008858
711,445,0.009688
709,443,0.008759
714,446,0.015782
711,448,0.008708
709,444,0.020771
711,446,0.015767
711,444,0.018695
711,447,0.008779
714,446,0.010584
710,448,0.009307
710,446,0.024699
712,444,0.010976
711,447,0.008573
709,448,0.010389
710,446,0.010745
709,445,0.028737
710,445,0.010905
710,446,0.008653
710,447,0.012659
708,447,0.025274
710,448,0.010941
709,447,0.009465
708,446,0.01084
708,446,0.010591
708,447,0.010304
706,444,0.010525
709,444,0.013955
707,445,0.008134
708,449,0.020737
708,449,0.00906
709,445,0.008544
705,447,0.008822
685,455,0.011228
648,454,0.007713
623,458,0.010848
588,468,0.012858
587,468,0.012785
584,465,0.018456
589,468,0.012465
586,468,0.011315
586,464,0.010422
585,465,0.009556
586,464,0.0087
585,482,0.007854
588,483,0.008066
587,483,0.007965
584,483,0.020248
586,482,0.011874
590,483,0.007692
591,487,0.007225
